266,268,900,3
267,268,600,7
269,270,600,8
271,278,900,2
272,278,600,7
273,278,300,8
274,278,600,6
275,278,900,9
276,278,900,3
277,278,900,3
279,280,300,7
281,282,900,1
283,294,900,10
284,294,900,1
285,294,900,10
286,294,600,6
287,294,600,7
288,294,600,1
289,294,900,5
290,294,600,10
291,294,300,8
292,294,300,6
293,294,600,8
1,37,2000,175
1,50,2000,446
1,68,2000,500
1,122,3000,618
1,132,2000,28
1,165,2000,59
1,186,3000,340
1,201,2000,109
1,270,1000,807
1,282,1000,252
2,50,3000,959
2,59,3000,394
2,63,2000,498
2,112,3000,932
2,155,1000,891
2,163,2000,239
2,201,2000,152
2,240,2000,483
2,260,2000,940
2,268,3000,831
2,294,1000,81
6,45,1000,844
6,68,1000,287
6,122,2000,602
6,127,1000,540
6,186,1000,463
6,193,3000,753
6,201,1000,392
6,226,3000,413
6,238,2000,366
6,243,1000,96
6,251,3000,828
6,268,1000,266
6,270,3000,728
6,295,1000,265
18,45,1000,933
18,59,1000,895
18,71,3000,70
18,122,2000,798
18,125,2000,919
18,155,3000,774
18,159,1000,58
18,181,2000,633
18,201,1000,359
18,238,1000,801
18,239,1000,71
18,240,3000,566
18,270,1000,576
37,45,3000,200
37,59,3000,809
37,62,1000,266
37,71,1000,488
37,112,2000,89
37,125,3000,143
37,149,2000,294
37,159,1000,304
37,226,1000,114
37,243,3000,205
37,251,2000,666
37,268,2000,921
37,270,3000,576
37,278,1000,579
45,68,1000,621
45,71,2000,178
45,163,3000,867
45,201,1000,767
45,207,2000,263
45,240,3000,331
45,243,3000,709
45,252,1000,140
45,282,1000,201
45,294,1000,901
45,295,1000,667
46,49,2000,281
46,68,2000,665
46,71,3000,289
46,94,1000,528
46,165,1000,176
46,181,1000,217
46,238,2000,545
46,240,2000,190
46,249,1000,952
46,260,2000,395
49,127,3000,124
49,149,1000,526
49,163,3000,16
49,186,3000,971
49,189,3000,905
49,238,2000,452
49,240,1000,600
49,251,1000,48
49,280,3000,916
50,74,3000,476
50,122,3000,97
50,127,1000,102
50,135,1000,207
50,159,2000,91
50,240,2000,61
50,251,1000,330
50,252,2000,583
50,270,3000,995
59,62,1000,826
59,68,2000,492
59,71,3000,273
59,74,2000,333
59,149,3000,858
59,155,3000,852
59,163,2000,251
59,189,3000,933
59,193,3000,558
59,201,1000,890
59,240,1000,882
59,243,3000,739
59,249,2000,942
59,278,1000,729
59,282,2000,139
59,294,1000,696
62,68,1000,596
62,74,1000,779
62,125,3000,640
62,165,3000,150
62,168,2000,289
62,186,2000,511
62,189,3000,106
62,226,2000,156
63,71,1000,692
63,74,3000,554
63,125,2000,896
63,127,3000,51
63,159,1000,309
63,201,3000,494
63,270,1000,917
68,74,2000,649
68,127,1000,320
68,132,1000,659
68,149,2000,961
68,155,1000,924
68,189,2000,308
68,226,3000,455
68,260,1000,980
68,268,1000,244
68,270,3000,594
68,280,1000,427
71,74,2000,48
71,94,2000,583
71,125,1000,720
71,149,2000,782
71,165,1000,491
71,168,2000,478
71,201,2000,730
71,207,3000,313
71,243,3000,303
71,252,1000,41
71,278,3000,628
74,112,2000,55
74,159,2000,818
74,165,1000,338
74,168,1000,378
74,201,1000,230
74,226,1000,998
74,243,2000,889
74,251,2000,100
94,112,3000,280
94,122,1000,674
94,159,3000,743
94,189,3000,296
94,201,2000,608
94,226,2000,248
94,260,2000,146
94,295,1000,442
112,127,3000,886
112,132,2000,493
112,149,1000,715
112,165,1000,613
112,181,2000,13
112,189,2000,167
112,243,1000,74
112,249,2000,542
112,251,3000,608
112,252,3000,966
112,260,3000,578
112,280,1000,740
112,282,2000,258
122,127,3000,299
122,163,2000,256
122,165,2000,855
122,171,1000,665
122,186,3000,622
122,189,3000,713
122,193,3000,322
122,207,3000,811
122,238,2000,570
122,239,2000,536
122,240,1000,792
122,243,2000,998
122,260,3000,471
122,270,3000,2
122,278,3000,414
125,132,1000,431
125,168,1000,828
125,186,2000,731
125,193,2000,507
125,251,2000,629
125,260,1000,602
125,270,3000,397
125,278,3000,224
125,282,3000,357
127,132,2000,968
127,159,1000,240
127,168,3000,168
127,189,1000,219
127,193,2000,320
127,238,1000,224
127,268,2000,453
127,270,3000,992
127,294,1000,79
127,295,1000,649
132,135,2000,969
132,181,1000,38
132,226,3000,559
132,251,3000,261
132,282,2000,913
132,295,2000,312
135,168,3000,416
135,249,1000,673
135,270,2000,763
135,278,2000,805
149,189,1000,903
149,207,2000,931
149,260,1000,756
149,282,3000,720
155,165,2000,338
155,181,3000,123
155,270,1000,324
155,280,2000,696
159,163,2000,578
159,168,3000,938
159,207,2000,333
159,240,3000,449
159,252,2000,873
163,193,3000,226
163,201,1000,861
163,207,1000,560
163,226,1000,251
163,249,2000,537
163,268,3000,86
163,278,3000,106
165,193,3000,511
165,226,2000,707
165,240,3000,940
165,252,2000,485
165,260,1000,942
165,268,1000,76
168,193,3000,158
168,201,2000,56
168,207,2000,995
168,239,3000,733
168,243,2000,889
168,249,3000,316
168,268,3000,724
168,280,1000,45
168,294,2000,299
171,268,1000,5
171,270,3000,728
171,294,2000,316
171,295,1000,614
181,189,1000,716
181,207,2000,633
181,251,2000,131
181,282,1000,479
186,189,1000,135
186,193,1000,850
186,270,1000,776
189,207,2000,706
189,226,2000,840
189,239,2000,57
189,270,3000,626
193,201,1000,958
193,226,2000,206
193,280,1000,805
201,207,1000,62
201,238,2000,439
201,239,2000,749
201,243,3000,583
201,251,1000,732
201,278,1000,868
201,280,1000,673
207,238,3000,772
207,239,2000,563
207,240,1000,663
207,282,2000,244
207,294,2000,111
207,295,3000,135
226,268,1000,479
226,282,1000,908
238,249,2000,606
238,251,1000,717
238,270,3000,744
238,280,2000,896
239,249,3000,305
239,268,2000,222
240,270,1000,931
243,280,1000,223
249,251,1000,956
249,260,2000,518
249,270,3000,851
251,260,3000,557
251,280,1000,610
251,295,2000,425
252,260,3000,380
252,268,1000,332
252,280,1000,384
260,278,3000,374
260,282,1000,876
260,294,2000,485
268,280,1000,603
268,294,2000,868
268,295,3000,401
270,294,2000,687
278,282,3000,416
280,295,2000,628
294,295,2000,480
